localidade;data;visibilidade;faixa_bat;prof_interface_min;prof_interface_max;metodo;observador;tempo_geo;geo_cat;iar_geo;n_trans_vis;geo_id;obs
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;1;tf;0;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;2;tf;0;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;3;tf;0;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;4;tf;0;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;5;tf;10;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;6;tf;10;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;7;tf;10;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;8;tf;10;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;9;tf;10;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;1;mp;8;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;2;mp;10;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;3;mp;10;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;4;mp;8;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;5;mp;8;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;6;mp;6;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;7;mp;4;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;8;mp;8;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;9;mp;10;9;1;Na
baia_das_tartarugas;08/12/2022;3.5;raso;Na;8;scuba;Ronan_Caetano/ Thiago_Silveira;1;gc;0;9;1;Na
