localidade;data;visibilidade;faixa_bat;prof_interface_min;prof_interface_max;metodo;observador;tempo_geo;geo_cat;iar_geo;n_trans_vis;geo_id;obs
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;4;gc;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;5;gc;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;6;gc;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;7;gc;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;8;gc;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;9;gc;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;10;gc;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;11;gc;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;12;gc;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;13;gc;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;1;rpm;10;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;2;rpm;10;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;3;rpm;10;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;4;rpm;10;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;5;rpm;10;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;6;rpm;10;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;7;rpm;10;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;8;rpm;10;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;9;rpm;10;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;10;rpm;10;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;11;rpm;10;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;12;rpm;8;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;13;rpm;6;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;1;lg;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;2;lg;2;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;3;lg;2;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;4;lg;4;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;5;lg;2;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;6;lg;2;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;7;lg;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;8;lg;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;9;lg;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;10;lg;0;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;11;lg;4;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;12;lg;4;13;15;Na
portinho_norte;26/01/2023;3;raso;Na;5;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;13;lg;0;13;15;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;1;tf;2;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;2;tf;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;3;tf;4;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;4;tf;2;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;5;tf;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;6;tf;4;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;7;tf;8;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;8;tf;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;9;tf;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;10;tf;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;1;mp;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;2;mp;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;3;mp;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;4;mp;2;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;5;mp;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;6;mp;4;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;7;mp;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;8;mp;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;9;mp;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;10;mp;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;1;gc;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;2;gc;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;3;gc;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;4;gc;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;5;gc;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;6;gc;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;7;gc;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;8;gc;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;9;gc;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;10;gc;4;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;1;rpm;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;2;rpm;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;3;rpm;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;4;rpm;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;5;rpm;10;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;6;rpm;8;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;7;rpm;2;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;8;rpm;4;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;9;rpm;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;10;rpm;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;1;lg;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;2;lg;4;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;3;lg;2;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;4;lg;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;5;lg;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;6;lg;2;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;7;lg;4;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;8;lg;2;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;9;lg;0;10;16;Na
portinho_norte;26/01/2023;10;fundo;Na;5;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;10;lg;0;10;16;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;1;tf;8;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;2;tf;6;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;3;tf;6;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;4;tf;8;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;5;tf;8;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;6;tf;8;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;7;tf;6;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;1;mp;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;2;mp;2;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;3;mp;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;4;mp;2;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;5;mp;2;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;6;mp;4;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;7;mp;4;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;1;gc;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;2;gc;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;3;gc;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;4;gc;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;5;gc;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;6;gc;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;7;gc;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;1;rpm;10;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;2;rpm;10;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;3;rpm;10;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;4;rpm;10;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;5;rpm;10;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;6;rpm;10;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;7;rpm;4;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;1;lg;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;2;lg;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;3;lg;0;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;4;lg;2;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;5;lg;2;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;6;lg;2;7;17;Na
portinho_sul;26/01/2023;7;raso;Na;6.8;scuba;Anaide_Aued/ Bianca_Espindula;7;lg;4;7;17;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;1;tf;4;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;2;tf;2;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;3;tf;8;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;4;tf;4;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;5;tf;6;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;1;mp;0;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;2;mp;0;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;3;mp;0;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;4;mp;4;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;5;mp;6;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;1;gc;0;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;2;gc;0;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;3;gc;0;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;4;gc;0;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;5;gc;0;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;1;rpm;10;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;2;rpm;6;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;3;rpm;10;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;4;rpm;8;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;5;rpm;8;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;1;lg;0;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;2;lg;10;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;3;lg;0;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;4;lg;0;5;18;Na
portinho_sul;26/01/2023;5;fundo;Na;8;scuba;Taina_Gaspar/ Guido_Grimaldi;5;lg;4;5;18;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;1;tf;6;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;2;tf;6;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;3;tf;6;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;4;tf;6;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;5;tf;6;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;1;mp;2;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;2;mp;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;3;mp;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;4;mp;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;5;mp;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;1;gc;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;2;gc;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;3;gc;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;4;gc;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;5;gc;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;1;rpm;10;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;2;rpm;8;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;3;rpm;8;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;4;rpm;8;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;5;rpm;8;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;1;lg;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;2;lg;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;3;lg;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;4;lg;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Thiago_Silveira/ Adriana_Carvalhal/ Ricardo_Scherer;5;lg;0;5;19;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;1;tf;4;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;2;tf;6;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;3;tf;6;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;4;tf;6;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;5;tf;8;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;6;tf;8;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;7;tf;8;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;8;tf;8;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;1;mp;0;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;2;mp;4;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;3;mp;2;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;4;mp;4;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;5;mp;6;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;6;mp;4;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;7;mp;6;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;8;mp;6;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;1;gc;0;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;2;gc;0;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;3;gc;0;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;4;gc;2;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;5;gc;2;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;6;gc;2;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;7;gc;4;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;8;gc;4;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;1;rpm;10;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;2;rpm;8;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;3;rpm;10;8;20;Na
vidal;26/01/2023;4;fundo;Na;8;scuba;Marcelo_Crivellaro/ Nikhil_Thomas;4;rpm;8;8;20;Na
