localidade;data;visib_horiz;faixa_bat;prof_interface_min;prof_interface_max;metodo;observer;n_divers;tempo_censo;dafor;iar_medio;n_trans_vis;n_trans_pres;dafor_id;geo_id;obs;db_horus;id_horus
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;1;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;2;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;3;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;4;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;5;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;6;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;7;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;8;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;9;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;10;2;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;11;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;12;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;13;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;14;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;15;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;16;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;17;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;18;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;19;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;20;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;21;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;22;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;23;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;24;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;25;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;26;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;27;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;28;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;29;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;30;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;31;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;32;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;33;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;34;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;35;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;36;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;37;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;38;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;39;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;40;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;41;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;42;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;43;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;44;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;45;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;46;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;47;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;48;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;49;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;raso;Na;8;scuba;Thiago_Silveira/ Andrea_Green;2;50;0;0,04;50;1;1;1;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;1;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;2;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;3;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;4;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;5;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;6;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;7;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;8;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;9;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;10;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;11;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;12;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;13;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;14;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;15;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;16;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;17;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;18;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;19;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;20;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;21;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;22;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;23;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;24;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;25;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;26;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;27;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;28;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;29;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;30;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;31;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;32;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;33;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;34;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;35;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;36;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;37;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;38;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;39;0;0;40;0;2;2;Na;;
baia_das_tartarugas;08/12/2022;3,5;fundo;Na;8;scuba;Marcelo_Minuzzii/ Bianca_Espindula;2;40;0;0;40;0;2;2;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;1;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;2;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;3;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;4;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;5;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;6;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;7;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;8;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;9;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;10;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;11;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;12;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;13;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;14;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;15;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;16;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;17;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;18;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;19;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;20;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;21;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;22;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;23;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;24;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;25;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;26;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;27;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;28;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;29;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;30;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;31;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;32;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;33;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;34;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;35;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;36;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;37;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;38;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;39;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;40;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;4,5;raso;Na;10;scuba;Ronan_Caetano/Thiago_Silveira;2;41;0;0;41;0;3;3;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;1;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;2;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;3;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;4;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;5;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;6;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;7;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;8;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;9;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;10;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;11;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;12;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;13;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;14;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;15;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;16;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;17;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;18;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;19;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;20;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;21;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;22;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;23;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;24;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;25;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;26;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;27;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;28;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;29;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;30;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;31;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;32;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;33;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;34;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;35;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;36;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;37;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;38;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;39;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;40;0;0;41;0;4;4;Na;;
saco_do_batismo;08/12/2022;5,2;fundo;Na;10;scuba;Bianca_Espindula/ Marcelo_Minuzzii;2;41;0;0;41;0;4;4;Na;;
pedra_do_elefante;18/11/2022;9;fundo;Na;15;scuba;Marcelo_Crivellaro/ Thiago_Silveira;2;1;4;0,375;32;2;5;5;Na;;
pedra_do_elefante;18/11/2022;9;fundo;Na;15;scuba;Marcelo_Crivellaro/ Thiago_Silveira;2;2;4;0,375;32;2;5;5;Na;;
pedra_do_elefante;18/11/2022;9;fundo;Na;15;scuba;Marcelo_Crivellaro/ Thiago_Silveira;2;3;0;0,375;32;2;5;5;Na;;
pedra_do_elefante;18/11/2022;9;fundo;Na;15;scuba;Marcelo_Crivellaro/ Thiago_Silveira;2;4;0;0,375;32;2;5;5;Na;;
pedra_do_elefante;18/11/2022;9;fundo;Na;15;scuba;Marcelo_Crivellaro/ Thiago_Silveira;2;5;0;0,375;32;2;5;5;Na;;
pedra_do_elefante;18/11/2022;9;fundo;Na;15;scuba;Marcelo_Crivellaro/ Thiago_Silveira;2;6;0;0,375;32;2;5;5;Na;;
pedra_do_elefante;18/11/2022;9;fundo;Na;15;scuba;Marcelo_Crivellaro/ Thiago_Silveira;2;7;0;0,375;32;2;5;5;Na;;
pedra_do_elefante;18/11/2022;9;fundo;Na;15;scuba;Marcelo_Crivellaro/ Thiago_Silveira;2;8;0;0,375;32;2;5;5;Na;;
